id,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution d'écrans,Processeur,Référence Processeur,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Système d'exploitation,Gamer,prix
82VG00P0FG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8Go 512Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris-z1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,AMD Ryzen 3,AMD Ryzen™ 3 7320U,8 Go,512 Go,SSD,AMD Radeon,Windows 11 Famille,Non,"1 069,000 DT"
V3520-I3-512SSD-16G,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-16g-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 16Go 512Go SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-16g-512go-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 085,000 DT"
X1504VA-NJ739,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd-bleu_1_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 089,000 DT"
X1504VA-NJ725,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 089,000 DT"
82XB00DFFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8g-256go-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15IAN8 i3-N305 8G 256Go SSD - Gris,IDEAPAD SLIM 3 15IAN8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8g-256go-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 089,000 DT"
INS-3535-R5,https://www.mytek.tn/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8go-512go-ssd-noir.html,Pc Portable DELL Inspiron 15 3535 AMD RYZEN 5 8Go 512Go SSD - Noir,Inspiron 15 3535,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8go-512go-ssd-noir-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 099,000 DT"
BU-V3520-I3-512SSD-W11P,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-8go-512g-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 8Go 512G SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-8go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 099,000 DT"
BU-X1504VA-NJ739-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 8G 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512g-ssd-bleu-30.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 099,000 DT"
BU-X1504VA-NJ725-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 8G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512g-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 099,000 DT"
BU-INS-3535-R5,https://www.mytek.tn/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8g-512g-ssd-noir.html,Pc Portable DELL Inspiron 15 3535 AMD RYZEN 5 8G 512G SSD - Noir,Inspiron 15 3535,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8g-512g-ssd-noir-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 109,000 DT"
BU-X1504VA-NJ739-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 8G 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512go-ssd-bleu-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 109,000 DT"
BU-X1504VA-NJ725-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 8G 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8g-512go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 109,000 DT"
BU-V3520-I3-512SSD-12G-W11P,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512g-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 12G 512G SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512g-ssd-noir.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,12 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 115,000 DT"
BU-INS-3535-R5-K,https://www.mytek.tn/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8go-512g-ssd-noir.html,Pc Portable DELL Inspiron 15 3535 AMD RYZEN 5 8Go 512G SSD - Noir,Inspiron 15 3535,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8go-512g-ssd-noir_1_.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 115,000 DT"
V3520-I3-512SSD-24G,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-24g-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 24Go 512Go SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-24g-512go-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 119,000 DT"
BU-V3520-I3-512SSD-16G-W11P,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-16go-512g-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 16Go 512G SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-16go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 145,000 DT"
X1504VA-NJ725-16G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 16G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512g-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 145,000 DT"
X1504VA-NJ739-16G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 16G 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512go-ssd-bleu_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 145,000 DT"
A2AP0EA,https://www.mytek.tn/pc-portable-hp-15-fd0053nk-i3-n305-8go-512go-ssd-silver.html,Pc Portable HP 15-fd0053nk I3-N305 8Go 512Go SSD - Silver,15-fd0053nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0053nk-i3-n305-8go-512go-ssd-silver-ml.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 149,000 DT"
A2MM1EA,https://www.mytek.tn/pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd-silver-bleu.html,Pc Portable HP 15-fd0052nk I3-N305 8Go 512Go SSD - Silver & Bleu,15-fd0052nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd-silver-bleu-i.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 149,000 DT"
BU-X1504VA-NJ739-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd-bleu.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 149,000 DT"
BU-X1504VA-NJ725-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8go-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8Go 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8go-512g-ssd-silver.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 149,000 DT"
A2AN9EA,https://www.mytek.tn/pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-silver-or-chaud.html,Pc Portable HP 15-fd0051nk I3-N305 8Go 512Go SSD - Silver & Or Chaud,15-fd0051nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-silver-or-chaud-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 149,000 DT"
BU-X1504VA-NJ739-16G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16G 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512g-ssd-bleu-30.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 155,000 DT"
BU-X1504VA-NJ725-16G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512g-ssd-silver.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 155,000 DT"
82XB006DFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15IAN8 i3-N305 8Go 256Go SSD - Gris,IDEAPAD SLIM 3 15IAN8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 159,000 DT"
82X700DFFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13e-gen-8g-512g-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15IRU8 i3 13è Gén 8G 512G SSD - Gris,IDEAPAD SLIM 3 15IRU8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13e-gen-8g-512g-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 159,000 DT"
BU-X1504VA-NJ739-16G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16G 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512go-ssd-bleu-50.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 165,000 DT"
BU-X1504VA-NJ725-16G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16G 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 165,000 DT"
VOSTRO-3530-I3-512SSD,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-8go-512go-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 8Go 512Go SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-8go-512go-ssd-noir-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 169,000 DT"
BU-INS-3535-R5-W11P,https://www.mytek.tn/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8g-512go-ssd-noir.html,Pc Portable DELL Inspiron 15 3535 AMD RYZEN 5 8G 512Go SSD - Noir,Inspiron 15 3535,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-inspiron-15-3535-amd-ryzen-5-8g-512go-ssd-noir-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,8 Go,512Go SSD,SSD,AMD Radeon,Windows 11 Pro,Non,"1 169,000 DT"
X1504VA-NJ725-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 175,000 DT"
X1504VA-NJ739-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd-bleu_2.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 175,000 DT"
82QD00G1FG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-gen-8go-512go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IAU7 i3 12ème Gén 8Go 512Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-gen-8go-512go-ssd-gris-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 179,000 DT"
BU-VOSTRO-3530-I3-512SSD,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-8g-512go-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 8G 512Go SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-8g-512go-ssd-noir-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 179,000 DT"
BU-V3520-I3-512SSD-24G-W11P,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-24go-512g-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 24Go 512G SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-24go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 179,000 DT"
BU-X1504VA-NJ739-24G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 24G 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24g-512g-ssd-bleu-30.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 185,000 DT"
BU-X1504VA-NJ725-24G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24g-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 24G 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16g-512g-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 185,000 DT"
V3520-I3-512SSD-32G,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-32go-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 32Go 512Go SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-32go-512go-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,32 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 189,000 DT"
A2MM1EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0052nk-i3-n305-16go-512go-ssd-silver-bleu.html,Pc Portable HP 15-fd0052nk I3-N305 16Go 512Go SSD - Silver & Bleu,15-fd0052nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0052nk-i3-n305-16go-512go-ssd-silver-bleu-g.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 189,000 DT"
X1504VA-NJ814W,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 189,000 DT"
X1504VA-NJ518W,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8go-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8Go 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8go-512go-ssd-bleu-r.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 189,000 DT"
