reference,link,name,brand,image_url,store,screen_size,processor,ram,SSD,HDD,gpu,os,gamer,price
AY2T5EA,https://spacenet.tn/pc-portables-pro-tunisie/84890-pc-portable-hp-envy-x360-14-fc0004nk-ultra-5-16go-1to-ssd-windows-11.html,Pc Portable HP ENVY X360 14-fc0004nk Ultra 5 16Go 1To SSD Windows 11,Hp,https://spacenet.tn/255999-home_default/pc-portable-hp-envy-x360-14-fc0004nk-ultra-5-16go-1to-ssd-windows-11.jpg,SpaceNet,14.0,Intel Core Ultra,16,1024,0,Intel,Windows,0,3159.0
9S7-15K111-1494-W11-16G,https://spacenet.tn/pc-portable-gamer-tunisie/86557-pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Cyborg 15 A13VE i5 13Gén 16Go 512Go SSD Windows 11,Msi,https://spacenet.tn/264682-home_default/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6,Intel Core i5,16,512,0,Nvidia GeForce,Windows,1,3159.0
V3607VU-RP246-24,https://spacenet.tn/pc-portable-gamer-tunisie/89162-pc-portable-gamer-asus-vivobook-16-v3607vu-intel-core-7-24go-512go-rtx-4050.html,Pc Portable Gamer Asus Vivobook 16 V3607VU Intel Core 7 24Go 512Go RTX 4050,Asus,https://spacenet.tn/281917-home_default/pc-portable-gamer-asus-vivobook-16-v3607vu-intel-core-7-24go-512go-rtx-4050.jpg,SpaceNet,16.0,Intel Core i7,24,512,0,Nvidia GeForce,FreeDos,1,3165.0
21JN0018FE,https://spacenet.tn/pc-portables-pro-tunisie/67441-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-8go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gén 8Go 512Go SSD Noir,Lenovo,https://spacenet.tn/181334-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-8go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,8,512,0,Nvidia GeForce,FreeDos,0,3179.0
N006L545014EMEA-VP-UBU-16,https://spacenet.tn/pc-portables-pro-tunisie/89204-pc-portable-dell-latitude-5450-ultra-5-16go-512go-ssd.html,Pc Portable Dell Latitude 5450 Ultra 5 16Go 512Go SSD,Dell,https://spacenet.tn/282260-home_default/pc-portable-dell-latitude-5450-ultra-5-16go-512go-ssd.jpg,SpaceNet,14.0,Intel Core Ultra,16,512,0,Intel,Ubuntu,0,3179.0
9S7-158571-1698-32,https://spacenet.tn/msi-gaming/86020-pc-portable-gamer-msi-katana-15-b13vek-i5-13gen-32go-512go-ssd-rtx-4050.html,Pc Portable Gamer MSI Katana 15 B13VEK i5 13Gén 32Go 512Go SSD RTX 4050,Msi,https://spacenet.tn/261129-home_default/pc-portable-gamer-msi-katana-15-b13vek-i5-13gen-32go-512go-ssd-rtx-4050.jpg,SpaceNet,15.6,Intel Core i5,32,512,0,Nvidia GeForce,FreeDos,1,3179.0
LAT-5530-I5-32,https://spacenet.tn/pc-portable-tunisie/51724-pc-portable-dell-latitude-5530-i5-12gen-32-go-256go-ssd-gris.html,Pc Portable Dell Latitude 5530 i5 12Gén 32 Go 256Go SSD Gris,Dell,https://spacenet.tn/114491-home_default/pc-portable-dell-latitude-5530-i5-12gen-32-go-256go-ssd-gris.jpg,SpaceNet,15.6,Intel Core i5,32,256,0,Intel,Linux,0,3179.0
232520-3550-32,https://spacenet.tn/pc-portables-pro-tunisie/89277-pc-portable-dell-latitude-3550-i7-13gen-32go-512go-ssd.html,Pc Portable Dell Latitude 3550 i7 13Gén 32Go 512Go SSD,Dell,https://spacenet.tn/282735-home_default/pc-portable-dell-latitude-3550-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6,Intel Core i7,32,512,0,Intel,Ubuntu,0,3179.0
21E300AWFE-40,https://spacenet.tn/pc-portables-pro-tunisie/77099-pc-portable-lenovo-thinkpad-e14-gen-4-i7-12gen-40go-512-go-ssd-noir-21e300awfe.html,Pc Portable Lenovo ThinkPad E14 Gen 4 i7 12Gén 40Go 512 Go SSD Noir (21E300AWFE),Lenovo,https://spacenet.tn/247632-home_default/pc-portable-lenovo-thinkpad-e14-gen-4-i7-12gen-40go-512-go-ssd-noir-21e300awfe.jpg,SpaceNet,14.0,Intel Core i7,40,512,0,Nvidia GeForce,FreeDos,0,3179.0
LAT-5530-I5-24-W11,https://spacenet.tn/pc-portables-pro-tunisie/68436-pc-portable-dell-latitude-5530-i5-12gen-24-go-256go-ssd-w11gris.html,Pc Portable Dell Latitude 5530 i5 12Gén 24 Go 256Go SSD W11Gris,Dell,https://spacenet.tn/186306-home_default/pc-portable-dell-latitude-5530-i5-12gen-24-go-256go-ssd-w11gris.jpg,SpaceNet,15.6,Intel Core i5,24,256,0,Intel,Windows,0,3189.0
6Q868ES-16,https://spacenet.tn/pc-portables-pro-tunisie/69523-pc-portable-hp-probook-450-g9-i7-12gen-16go-512go-ssd-silver-6q868es.html,PC Portable HP ProBook 450 G9 i7 12Gén 16Go 512Go SSD Silver (6Q868ES),Hp,https://spacenet.tn/190117-home_default/pc-portable-hp-probook-450-g9-i7-12gen-16go-512go-ssd-silver-6q868es.jpg,SpaceNet,15.6,Intel Core i7,16,512,0,Intel,Windows,0,3195.0
21JN007VFE,https://spacenet.tn/pc-portables-pro-tunisie/74062-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gen 16Go 512Go SSD Noir,Lenovo,https://spacenet.tn/223111-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,0,3199.0
21JK009KFE-40,https://spacenet.tn/pc-portables-pro-tunisie/89612-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 40Go 512Go SSD,Lenovo,https://spacenet.tn/285453-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd.jpg,SpaceNet,14.0,Intel Core i7,40,512,0,Intel,FreeDos,0,3199.0
21MA001LFE,https://spacenet.tn/pc-portables-pro-tunisie/78619-pc-portable-lenovo-thinkbook-e16-g2-ultra-7-16go-512go-ssd.html,Pc Portable Lenovo ThinkPad E16 G2 Ultra 7 16Go 512Go SSD,Lenovo,https://spacenet.tn/232892-home_default/pc-portable-lenovo-thinkbook-e16-g2-ultra-7-16go-512go-ssd.jpg,SpaceNet,16.0,Intel Core Ultra,16,512,0,Intel,FreeDos,0,3199.0
232519-3450-32-W11,https://spacenet.tn/pc-portable-dell/89263-pc-portable-dell-latitude-3450-i7-13gen-32go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3450 i7 13Gén 32Go 512Go SSD Windows 11,Dell,https://spacenet.tn/282635-home_default/pc-portable-dell-latitude-3450-i7-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,14.0,Intel Core i7,32,512,0,Intel,Ubuntu,0,3199.0
511604-G5-16,https://spacenet.tn/pc-portable-gamer-tunisie/68561-pc-portable-dell-5500-g5-i5-10300h-16go-1to-ssd-noir.html,Pc Portable Dell 5500 G5 I5-10300H 16Go 1To SSD Noir,Dell,https://spacenet.tn/186813-home_default/pc-portable-dell-5500-g5-i5-10300h-16go-1to-ssd-noir.jpg,SpaceNet,15.6,Intel Core i5,16,1024,0,Nvidia GeForce,FreeDos,1,3199.0
21JN001NFE-40-W11,https://spacenet.tn/pc-portables-pro-tunisie/88167-pc-portable-lenovo-thinkpad-e16-gen-1-i7-13gen-32go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkPad E16 Gen 1 i7 13Gén 40Go 512Go SSD Windows 11,Lenovo,https://spacenet.tn/273402-home_default/pc-portable-lenovo-thinkpad-e16-gen-1-i7-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,16.0,Intel Core i7,40,512,0,Intel,Windows,0,3199.0
6D6Y1EA-32,https://spacenet.tn/pc-portables-pro-tunisie/56318-pc-portable-hp-envy-x360-15-ew0002nk-i5-12gen-32-go-512-go-ssd-silver.html,Pc portable HP ENVY x360 15-ew0002nk i5 12Gén 32 Go 512 Go SSD Silver,Hp,https://spacenet.tn/169224-home_default/pc-portable-hp-envy-x360-15-ew0002nk-i5-12gen-32-go-512-go-ssd-silver.jpg,SpaceNet,15.6,Intel Core i5,32,512,0,Intel,Windows,0,3199.0
21JN0018FE-12,https://spacenet.tn/pc-portables-pro-tunisie/68078-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-12go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gén 12Go 512Go SSD Noir,Lenovo,https://spacenet.tn/183975-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-12go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,12,512,0,Nvidia GeForce,FreeDos,0,3205.0
886L6EA-W11,https://spacenet.tn/pc-portables-pro-tunisie/85208-pc-portable-hp-envy-x360-15-fe0003nk-i5-13gen-16go-512go-ssd-silver.html,Pc Portable HP ENVY X360 15-FE0003NK i5 13Gén 16Go 512Go SSD Silver,Hp,https://spacenet.tn/257554-home_default/pc-portable-hp-envy-x360-15-fe0003nk-i5-13gen-16go-512go-ssd-silver.jpg,SpaceNet,15.6,Intel Core i5,16,512,0,Intel,Windows,0,3209.0
83GS00P1FG-64-W11,https://spacenet.tn/lenovo-loq/87872-pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-64go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IRX9 i5 12Gén 64Go 512Go SSD Windows 11,Lenovo,https://spacenet.tn/286515-home_default/pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-64go-512go-ssd-windows-11.jpg,SpaceNet,15.6,Intel Core i5,64,512,0,Nvidia GeForce,Windows,1,3209.0
9S7-15K111-1494-32,https://spacenet.tn/pc-portable-gamer-tunisie/81339-pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-32go-512go-ssd.html,Pc Portable Gamer MSI Cyborg 15 A13VE i5 13Gén 32Go 512Go SSD,Msi,https://spacenet.tn/243912-home_default/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-32go-512go-ssd.jpg,SpaceNet,15.6,Intel Core i5,32,512,0,Nvidia GeForce,FreeDos,1,3209.0
AY2T5EA-W11,https://spacenet.tn/pc-portables-pro-tunisie/85207-pc-portable-hp-envy-x360-14-fc0004nk-ultra-5-16go-1to-ssd-windows-11.html,Pc Portable HP ENVY X360 14-fc0004nk Ultra 5 16Go 1To SSD Windows 11,Hp,https://spacenet.tn/257550-home_default/pc-portable-hp-envy-x360-14-fc0004nk-ultra-5-16go-1to-ssd-windows-11.jpg,SpaceNet,14.0,Intel Core Ultra,16,1024,0,Intel,Windows,0,3219.0
LAT-5540-512-32,https://spacenet.tn/pc-portables-pro-tunisie/78079-pc-portable-dell-latitude-5540-i5-13gen-32go-512go-ssd-ubuntu.html,Pc Portable Dell Latitude 5540 i5 13Gén 32Go 512Go SSD Ubuntu,Dell,https://spacenet.tn/226844-home_default/pc-portable-dell-latitude-5540-i5-13gen-32go-512go-ssd-ubuntu.jpg,SpaceNet,15.6,Intel Core i5,32,512,0,Intel,Ubuntu,0,3225.0
511604-G5-W11,https://spacenet.tn/pc-portable-gamer-tunisie/68441-pc-portable-dell-5500-g5-i5-10300h-8go-1to-ssd-w11-noir.html,Pc Portable Dell 5500 G5 I5-10300H 8Go 1To SSD W11 Noir,Dell,https://spacenet.tn/231354-home_default/pc-portable-dell-5500-g5-i5-10300h-8go-1to-ssd-w11-noir.jpg,SpaceNet,15.6,Intel Core i5,8,1024,0,Nvidia GeForce,Windows,1,3229.0
6Q868ES-24,https://spacenet.tn/pc-portable-tunisie/69524-pc-portable-hp-probook-450-g9-i7-12gen-24go-512go-ssd-silver-6q868es.html,PC Portable HP ProBook 450 G9 i7 12Gén 24Go 512Go SSD Silver (6Q868ES),Hp,https://spacenet.tn/190123-home_default/pc-portable-hp-probook-450-g9-i7-12gen-24go-512go-ssd-silver-6q868es.jpg,SpaceNet,15.6,Intel Core i7,24,512,0,Intel,Windows,0,3235.0
232520-3550-32-W11,https://spacenet.tn/pc-portables-pro-tunisie/89276-pc-portable-dell-latitude-3550-i7-13gen-32go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3550 i7 13Gén 32Go 512Go SSD Windows 11,Dell,https://spacenet.tn/282726-home_default/pc-portable-dell-latitude-3550-i7-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6,Intel Core i7,32,512,0,Intel,Windows,0,3239.0
N006L545014EMEA-VP-UBU-16-W11,https://spacenet.tn/pc-portables-pro-tunisie/89206-pc-portable-dell-latitude-5450-ultra-5-16go-512go-ssd-w11.html,Pc Portable Dell Latitude 5450 Ultra 5 16Go 512Go SSD W11,Dell,https://spacenet.tn/282275-home_default/pc-portable-dell-latitude-5450-ultra-5-16go-512go-ssd-w11.jpg,SpaceNet,14.0,Intel Core Ultra,16,512,0,Intel,Windows,0,3239.0
GIGABYTE-G5KF5-I5-24,https://spacenet.tn/pc-portable-gamer-tunisie/78936-pc-portable-gamer-gigabyte-g5-kf5-i5-13gen-24go-1to-ssd.html,Pc Portable Gamer Gigabyte G5 KF5 i5 13Gén 24Go 1To SSD,Gigabyte,https://spacenet.tn/231950-home_default/pc-portable-gamer-gigabyte-g5-kf5-i5-13gen-24go-1to-ssd.jpg,SpaceNet,15.6,Intel Core i5,24,1024,0,Nvidia GeForce,FreeDos,1,3239.0
21JK001PFE-12,https://spacenet.tn/pc-portables-pro-tunisie/67876-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-12go-512go-ssd-gris.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 12Go 512Go SSD Gris,Lenovo,https://spacenet.tn/182960-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-12go-512go-ssd-gris.jpg,SpaceNet,14.0,Intel Core i7,12,512,0,Nvidia GeForce,FreeDos,0,3239.0
21JK009VFE,https://spacenet.tn/pc-portables-pro-tunisie/81451-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-16go-512go-ssd.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 16Go 512Go SSD,Lenovo,https://spacenet.tn/244755-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-16go-512go-ssd.jpg,SpaceNet,14.0,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,0,3239.0
21JN0018FE-16,https://spacenet.tn/pc-portables-pro-tunisie/68079-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gén 16Go 512Go SSD Noir,Lenovo,https://spacenet.tn/183981-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,0,3249.0
V3607VU-RP246-32,https://spacenet.tn/pc-portable-gamer-tunisie/89164-pc-portable-gamer-asus-vivobook-16-v3607vu-intel-core-7-32go-512go-rtx-4050.html,Pc Portable Gamer Asus Vivobook 16 V3607VU Intel Core 7 32Go 512Go RTX 4050,Asus,https://spacenet.tn/281925-home_default/pc-portable-gamer-asus-vivobook-16-v3607vu-intel-core-7-32go-512go-rtx-4050.jpg,SpaceNet,16.0,Intel Core i7,32,512,0,Nvidia GeForce,FreeDos,1,3249.0
N006L545014EMEA-VP-UBU-32,https://spacenet.tn/pc-portables-pro-tunisie/89209-pc-portable-dell-latitude-5450-ultra-5-32go-512go-ssd.html,Pc Portable Dell Latitude 5450 Ultra 5 32Go 512Go SSD,Dell,https://spacenet.tn/282295-home_default/pc-portable-dell-latitude-5450-ultra-5-32go-512go-ssd.jpg,SpaceNet,14.0,Intel Core Ultra,32,512,0,Intel,Ubuntu,0,3249.0
5535G15-R5/512,https://spacenet.tn/pc-portable-gamer-tunisie/86477-pc-portable-gamer-dell-g15-5535-amd-ryzen-5-16go-512go-ssd-windows-11.html,Pc Portable Gamer Dell G15 5535 AMD Ryzen 5 16Go 512Go SSD Windows 11,Dell,https://spacenet.tn/264103-home_default/pc-portable-gamer-dell-g15-5535-amd-ryzen-5-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6,AMD Ryzen 5,16,512,0,Nvidia GeForce,Windows,1,3249.0
511604-G5-20,https://spacenet.tn/pc-portable-gamer-tunisie/43538-pc-portable-dell-5500-g5-i5-10300h-20go-1to-ssd-noir.html,Pc Portable Dell 5500 G5 I5-10300H 20Go 1To SSD Noir,Dell,https://spacenet.tn/70208-home_default/pc-portable-dell-5500-g5-i5-10300h-20go-1to-ssd-noir.jpg,SpaceNet,15.6,Intel Core i5,20,1024,0,Nvidia GeForce,FreeDos,1,3254.0
21JN007VFE-24,https://spacenet.tn/pc-portables-pro-tunisie/74917-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-24go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gen 24Go 512Go SSD Noir,Lenovo,https://spacenet.tn/223110-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-24go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,24,512,0,Nvidia GeForce,FreeDos,0,3255.0
21JK009KFE-40-W11,https://spacenet.tn/pc-portables-pro-tunisie/89613-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 40Go 512Go SSD Windows 11,Lenovo,https://spacenet.tn/285465-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-40go-512go-ssd-windows-11.jpg,SpaceNet,14.0,Intel Core i7,40,512,0,Intel,Windows,0,3259.0
21JN007VFE-W11,https://spacenet.tn/pc-portables-pro-tunisie/78998-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-w11.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gen 16Go 512Go SSD W11,Lenovo,https://spacenet.tn/232489-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-16go-512go-ssd-w11.jpg,SpaceNet,16.0,Intel Core i7,16,512,0,Nvidia GeForce,Windows,0,3259.0
21MA001LFE-W11,https://spacenet.tn/pc-portables-pro-tunisie/79220-pc-portable-lenovo-thinkbook-e16-g2-ultra-7-16go-512go-ssd-w11.html,Pc Portable Lenovo ThinkPad E16 G2 Ultra 7 16Go 512Go SSD W11,Lenovo,https://spacenet.tn/233613-home_default/pc-portable-lenovo-thinkbook-e16-g2-ultra-7-16go-512go-ssd-w11.jpg,SpaceNet,16.0,Intel Core Ultra,16,512,0,Intel,Windows,0,3259.0
615763-5420,https://spacenet.tn/pc-portable-tunisie/45389-pc-portable-dell-latitude-5420-i7-11gen-8-go-256-go-ssd-615763-5420.html,Pc Portable Dell Latitude 5420 i7 11Gén 8 Go 256 Go SSD (615763-5420),Dell,https://spacenet.tn/80161-home_default/pc-portable-dell-latitude-5420-i7-11gen-8-go-256-go-ssd-615763-5420.jpg,SpaceNet,14.0,Intel Core i7,8,256,0,Intel,FreeDos,0,3259.0
GIGABYTE-G5MF5-I7-24,https://spacenet.tn/pc-portable-gamer-tunisie/70757-pc-portable-gamer-gigabyte-g5mf5-i7-13gen-24go-1to-ssd-noir.html,Pc Portable Gamer Gigabyte G5MF5 i7 13Gén 24Go 1To SSD Noir,Gigabyte,https://spacenet.tn/194602-home_default/pc-portable-gamer-gigabyte-g5mf5-i7-13gen-24go-1to-ssd-noir.jpg,SpaceNet,15.6,Intel Core i7,24,1024,0,Nvidia GeForce,FreeDos,1,3269.0
9S7-15K111-1494-W11-32G,https://spacenet.tn/pc-portable-gamer-tunisie/86558-pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-32go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Cyborg 15 A13VE i5 13Gén 32Go 512Go SSD Windows 11,Msi,https://spacenet.tn/264688-home_default/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6,Intel Core i5,16,512,0,Nvidia GeForce,Windows,1,3269.0
AB1S0EA-W11,https://spacenet.tn/pc-gamer-tunisie/80961-pc-portable-gamer-hp-victus-16-r1005nk-i7-14gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 16-r1005nk i7 14Gén 16Go 512Go SSD Windows 11,Hp,https://spacenet.tn/242139-home_default/pc-portable-gamer-hp-victus-16-r1005nk-i7-14gen-16go-512go-ssd-windows-11.jpg,SpaceNet,16.1,Intel Core i7,16,512,0,Nvidia GeForce,Windows,1,3269.0
LAT-5530-I5-32-W11,https://spacenet.tn/pc-portable-tunisie/59997-pc-portable-dell-latitude-5530-i5-12gen-32-go-256go-ssd-w11-gris.html,Pc Portable Dell Latitude 5530 i5 12Gén 32 Go 256Go SSD W11 Gris,Dell,https://spacenet.tn/163113-home_default/pc-portable-dell-latitude-5530-i5-12gen-32-go-256go-ssd-w11-gris.jpg,SpaceNet,15.6,Intel Core i5,32,256,0,Intel,Windows,0,3279.0
21MA001LFE-24,https://spacenet.tn/pc-portables-pro-tunisie/79217-pc-portable-lenovo-thinkbook-e16-g2-ultra-7-24go-512go-ssd.html,Pc Portable Lenovo ThinkPad E16 G2 Ultra 7 24Go 512Go SSD,Lenovo,https://spacenet.tn/233594-home_default/pc-portable-lenovo-thinkbook-e16-g2-ultra-7-24go-512go-ssd.jpg,SpaceNet,16.0,Intel Core Ultra,24,512,0,Intel,FreeDos,0,3279.0
511604-G5-16-W11,https://spacenet.tn/pc-portable-gamer-tunisie/68562-pc-portable-dell-5500-g5-i5-10300h-16go-1to-ssd-w11-noir.html,Pc Portable Dell 5500 G5 I5-10300H 16Go 1To SSD W11 Noir,Dell,https://spacenet.tn/186816-home_default/pc-portable-dell-5500-g5-i5-10300h-16go-1to-ssd-w11-noir.jpg,SpaceNet,15.6,Intel Core i5,16,1024,0,Nvidia GeForce,Windows,1,3279.0
21JK001PFE-16,https://spacenet.tn/pc-portables-pro-tunisie/67877-pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-16go-512go-ssd-gris.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i7 13Gén 16Go 512Go SSD Gris,Lenovo,https://spacenet.tn/182966-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i7-13gen-16go-512go-ssd-gris.jpg,SpaceNet,14.0,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,0,3279.0
21JN0018FE-24,https://spacenet.tn/pc-portables-pro-tunisie/68080-pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-24go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E16 Gen1 i7 13Gén 24Go 512Go SSD Noir,Lenovo,https://spacenet.tn/183988-home_default/pc-portable-lenovo-thinkpad-e16-gen1-i7-13gen-24go-512go-ssd-noir.jpg,SpaceNet,16.0,Intel Core i7,24,512,0,Nvidia GeForce,FreeDos,0,3289.0
9S7-158571-1696,https://spacenet.tn/msi-gaming/83049-pc-portable-gamer-msi-katana-15-b13vek-i7-13gen-16go-512go-ssd-rtx-4050.html,Pc Portable Gamer MSI Katana 15 B13VEK i7 13Gén 16Go 512Go SSD RTX 4050,Msi,https://spacenet.tn/251411-home_default/pc-portable-gamer-msi-katana-15-b13vek-i7-13gen-16go-512go-ssd-rtx-4050.jpg,SpaceNet,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,3289.0
9S7-15K111-1492-24,https://spacenet.tn/pc-portable-gamer-tunisie/81345-pc-portable-gamer-msi-cyborg-15-a13vf-i5-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Cyborg 15 A13VF i5 13Gén 24Go 512Go SSD,Msi,https://spacenet.tn/243952-home_default/pc-portable-gamer-msi-cyborg-15-a13vf-i5-13gen-24go-512go-ssd.jpg,SpaceNet,15.6,Intel Core i5,24,512,0,Nvidia GeForce,FreeDos,1,3289.0
511604-G5-24,https://spacenet.tn/pc-portable-gamer-tunisie/43540-pc-portable-dell-5500-g5-i5-10300h-24go-1to-ssd-noir.html,Pc Portable Dell 5500 G5 I5-10300H 24Go 1To SSD Noir,Dell,https://spacenet.tn/70215-home_default/pc-portable-dell-5500-g5-i5-10300h-24go-1to-ssd-noir.jpg,SpaceNet,15.6,Intel Core i5,24,1024,0,Nvidia GeForce,FreeDos,1,3294.0
6Q868ES-32,https://spacenet.tn/pc-portable-hp/69525-pc-portable-hp-probook-450-g9-i7-12gen-32go-512go-ssd-silver-6q868es.html,PC Portable HP ProBook 450 G9 i7 12Gén 32Go 512Go SSD Silver (6Q868ES),Hp,https://spacenet.tn/190129-home_default/pc-portable-hp-probook-450-g9-i7-12gen-32go-512go-ssd-silver-6q868es.jpg,SpaceNet,15.6,Intel Core i7,32,512,0,Intel,Windows,0,3295.0
TUF507NUR-LP059W,https://spacenet.tn/asus-gaming/87258-pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-8go-512go-ssd.html,Pc Portable Gamer Asus Tuf Gaming A15 TUF507NUR AMD Ryzen 7 8Go 512Go SSD Windows 11,Asus,https://spacenet.tn/272077-home_default/pc-portable-gamer-asus-tuf-gaming-a15-tuf507nur-amd-ryzen-7-8go-512go-ssd.jpg,SpaceNet,15.6,AMD Ryzen 7,8,512,0,Nvidia GeForce,Windows,1,3299.0
82NL003YFE,https://spacenet.tn/pc-portable-gamer-tunisie/52181-pc-portable-lenovo-legion-5-15imh6-i5-10gen-16go-512-go-ssd-noir-82nl003yfe.html,Pc Portable Lenovo Légion 5 15IMH6 I5 10Gén 16Go 512 Go SSD Noir (82NL003YFE),Lenovo,https://spacenet.tn/251623-home_default/pc-portable-lenovo-legion-5-15imh6-i5-10gen-16go-512-go-ssd-noir-82nl003yfe.jpg,SpaceNet,15.6,Intel Core i5,16,512,0,Nvidia GeForce,FreeDos,1,3299.0
9S7-17L541-419,https://spacenet.tn/msi-gaming/55855-pc-portable-msi-gaming-katana-i5-12gen-8go-512go-ssd-rtx-4050-6g-9s7-17l541-419.html,Pc Portable MSI Gaming Katana i5 12Gén 8Go 512Go SSD RTX 4050 6G (9S7-17L541-419),Msi,https://spacenet.tn/134729-home_default/pc-portable-msi-gaming-katana-i5-12gen-8go-512go-ssd-rtx-4050-6g-9s7-17l541-419.jpg,SpaceNet,17.3,Intel Core i5,8,512,0,Nvidia GeForce,FreeDos,1,3299.0
GIGABYTE-G6MF-4050,https://spacenet.tn/pc-portable-gamer-tunisie/82431-pc-portable-gamer-gigabyte-g6-mf-i7-13gen-16go-1to-ssd.html,Pc Portable Gamer Gigabyte G6 MF I7 13Gén 16Go 1To SSD,Gigabyte,https://spacenet.tn/249073-home_default/pc-portable-gamer-gigabyte-g6-mf-i7-13gen-16go-1to-ssd.jpg,SpaceNet,16.0,Intel Core i7,16,1024,0,Nvidia GeForce,FreeDos,1,3299.0
N006L545014EMEA-VP-UBU-32-W11,https://spacenet.tn/pc-portables-pro-tunisie/89210-pc-portable-dell-latitude-5450-ultra-5-32go-512go-ssd-w11.html,Pc Portable Dell Latitude 5450 Ultra 5 32Go 512Go SSD W11,Dell,https://spacenet.tn/282302-home_default/pc-portable-dell-latitude-5450-ultra-5-32go-512go-ssd-w11.jpg,SpaceNet,14.0,Intel Core Ultra,32,512,0,Intel,Windows,0,3309.0
